,0
77,"师保国,""沐旦mooc11581581395335"""
78,"师保国,""沐旦mooc11581581395335"""
79,"师保国,""几懿"""
80,"师保国,""几懿"""
81,"娄阳阳,""丁娟123"""
82,"娄阳阳,""丁娟123"""
83,"言言言不由衷,""丁娟123"""
84,"言言言不由衷,""丁娟123"""
85,"白泽读书少,""丁娟123"""
86,"师保国,""心理181马小彤"""
87,"师保国,""心理181马小彤"""
88,"快乐学清醒的活,""快乐学清醒的活"""
89,"快乐学清醒的活,""快乐学清醒的活"""
90,"师保国,""Pursuit of freedom"""
91,"师保国,""栖迟mooc76"""
92,"师保国,""栖迟mooc76"""
93,"言言言不由衷,""栖迟mooc76"""
94,"郑确,""栖迟mooc76"""
95,"ykt1503922956125,""mooc48701783695226505"""
96,"ykt1503922956125,""mooc48701783695226505"""
97,"师保国,""快乐学清醒的活"""
98,"pyrie,""师保国"""
99,"pyrie,""师保国"""
100,"娄阳阳,""师保国"""
101,"娄阳阳,""师保国"""
102,"小珞先生,""师保国"""
103,"小珞先生,""师保国"""
104,"Chocoholicmooc11581405146830,""师保国"""
105,"Chocoholicmooc11581405146830,""师保国"""
106,"栖迟mooc76,""师保国"""
107,"栖迟mooc76,""师保国"""
108,"耶嘿1229,""师保国"""
109,"耶嘿1229,""师保国"""
110,"快乐学清醒的活,""师保国"""
111,"快乐学清醒的活,""师保国"""
112,"ykt1503922956125,""师保国"""
113,"师保国,""m13510907285蔡文静"""
114,"要活得给力,""m13510907285蔡文静"""
115,"要活得给力,""m13510907285蔡文静"""
116,"间歇性积极患者,""白泽读书少"""
117,"pyrie,""丁娟123"""
118,"pyrie,""丁娟123"""
119,"白泽读书少,""丁娟123"""
120,"白泽读书少,""丁娟123"""
121,"要活得给力,""丁娟123"""
122,"要活得给力,""丁娟123"""
123,"栖迟mooc76,""丁娟123"""
124,"自道研学,""自道研学"""
125,"自道研学,""自道研学"""
126,"ykt1503922956125,""栖迟mooc76"""
127,"ykt1503922956125,""栖迟mooc76"""
128,"师保国,""九卜树"""
129,"言言言不由衷,""心理181马小彤"""
130,"言言言不由衷,""心理181马小彤"""
131,"栖迟mooc76,""心理181马小彤"""
132,"胡爽爽mooc,""胡爽爽mooc"""
133,"mooc22837876167204178,""丁娟123"""
134,"mooc22837876167204178,""丁娟123"""
135,"pyrie,""丁娟123"""
136,"pyrie,""丁娟123"""
137,"娄阳阳,""丁娟123"""
138,"娄阳阳,""丁娟123"""
139,"言言言不由衷,""丁娟123"""
140,"言言言不由衷,""丁娟123"""
141,"栖迟mooc76,""丁娟123"""
142,"栖迟mooc76,""丁娟123"""
143,"王艳敏1,""丁娟123"""
144,"王艳敏1,""丁娟123"""
145,"XUPTwlgl180204,""丁娟123"""
146,"XUPTwlgl180204,""丁娟123"""
147,"世界再好也不及你imooc,""丁娟123"""
148,"求过得过,""丁娟123"""
149,"求过得过,""丁娟123"""
150,"耶嘿1229,""李仕兴"""
151,"耶嘿1229,""李仕兴"""
152,"Iamsunla,""李仕兴"""
153,"Iamsunla,""李仕兴"""
154,"李仕兴,""李仕兴"""
155,"李仕兴,""李仕兴"""
156,"shehur,""李仕兴"""
157,"shehur,""李仕兴"""
158,"昒别,""李仕兴"""
159,"昒别,""李仕兴"""
160,"要活得给力,""李仕兴"""
161,"要活得给力,""李仕兴"""
162,"pyrie,""赵鑫"""
163,"pyrie,""赵鑫"""
164,"ykt1503922956125,""赵鑫"""
165,"ykt1503922956125,""赵鑫"""
166,"要活得给力,""瞳喑"""
167,"要活得给力,""瞳喑"""
168,"许锤锤,""高卫华xxz"""
169,"许锤锤,""高卫华xxz"""
170,"间歇性积极患者,""robin59"""
171,"间歇性积极患者,""Ash-zixin正能量满满哒"""
172,"快乐学清醒的活,""mooc10101567937061935"""
173,"快乐学清醒的活,""mooc10101567937061935"""
174,"师保国,""mooc10101567937061935"""
175,"师保国,""mooc10101567937061935"""
176,"许锤锤,""mooc10101567937061935"""
177,"我是王娇娇,""Antennak1267878282992989499"""
178,"我是王娇娇,""Antennak1267878282992989499"""
179,"间歇性积极患者,""Antennak1267878282992989499"""
180,"间歇性积极患者,""Antennak1267878282992989499"""
181,"师保国,""简单就好mooc163"""
182,"pyrie,""丁娟123"""
183,"pyrie,""丁娟123"""
184,"郑确,""丁娟123"""
185,"郑确,""丁娟123"""
186,"王艳敏1,""丁娟123"""
187,"王艳敏1,""丁娟123"""
188,"XUPTwlgl180204,""丁娟123"""
189,"XUPTwlgl180204,""丁娟123"""
190,"世界再好也不及你imooc,""丁娟123"""
191,"世界再好也不及你imooc,""丁娟123"""
192,"求过得过,""丁娟123"""
193,"求过得过,""丁娟123"""
194,"栖迟mooc76,""丁娟123"""
195,"栖迟mooc76,""丁娟123"""
196,"李闻玥,""丁娟123"""
197,"间歇性积极患者,""王艳敏1"""
198,"师保国,""王艳敏1"""
199,"间歇性积极患者,""zp13367151867"""
200,"mooc48701783695226505,""阿安mooc1"""
201,"mooc48701783695226505,""阿安mooc1"""
202,"师保国,""阿安mooc1"""
203,"师保国,""阿安mooc1"""
204,"pyrie,""丁娟123"""
205,"pyrie,""丁娟123"""
206,"小珞先生,""丁娟123"""
207,"小珞先生,""丁娟123"""
208,"耶嘿1229,""丁娟123"""
209,"耶嘿1229,""丁娟123"""
210,"eleven在大连,""丁娟123"""
211,"eleven在大连,""丁娟123"""
212,"白泽读书少,""丁娟123"""
213,"白泽读书少,""丁娟123"""
214,"言言言不由衷,""丁娟123"""
215,"言言言不由衷,""丁娟123"""
216,"郑确,""丁娟123"""
217,"郑确,""丁娟123"""
218,"栖迟mooc76,""丁娟123"""
219,"zp13367151867,""zp13367151867"""
220,"zp13367151867,""zp13367151867"""
221,"师保国,""zp13367151867"""
222,"言言言不由衷,""栖迟mooc76"""
223,"言言言不由衷,""栖迟mooc76"""
224,"郑确,""栖迟mooc76"""
225,"郑确,""栖迟mooc76"""
226,"mooc88676810502608430,""栖迟mooc76"""
227,"mooc88676810502608430,""栖迟mooc76"""
228,"师保国,""冯源cocopineapple"""
229,"黄子航-4,""190614138茹毅"""
230,"黄子航-4,""190614138茹毅"""
231,"郑确,""190614138茹毅"""
232,"郑确,""190614138茹毅"""
233,"k1264063416659079324,""190614138茹毅"""
234,"k1264063416659079324,""190614138茹毅"""
235,"mooc48701783695226505,""190614138茹毅"""
236,"mooc48701783695226505,""190614138茹毅"""
237,"王艳敏1,""190614138茹毅"""
238,"王艳敏1,""190614138茹毅"""
239,"小珞先生,""190614138茹毅"""
240,"小珞先生,""190614138茹毅"""
241,"栖迟mooc76,""190614138茹毅"""
242,"栖迟mooc76,""190614138茹毅"""
243,"许锤锤,""夏夏毓聪"""
244,"许锤锤,""夏夏毓聪"""
245,"耶嘿1229,""夏夏毓聪"""
246,"耶嘿1229,""夏夏毓聪"""
247,"耶嘿1229,""夏夏毓聪"""
248,"耶嘿1229,""夏夏毓聪"""
249,"耶嘿1229,""夏夏毓聪"""
250,"李仕兴,""夏夏毓聪"""
251,"李仕兴,""夏夏毓聪"""
252,"耶嘿1229,""夏夏毓聪"""
253,"言言言不由衷,""夏夏毓聪"""
254,"言言言不由衷,""夏夏毓聪"""
255,"shehur,""夏夏毓聪"""
256,"shehur,""夏夏毓聪"""
257,"mooc88676810502608430,""夏夏毓聪"""
258,"小珞先生,""夏夏毓聪"""
259,"小珞先生,""夏夏毓聪"""
260,"我是王娇娇,""夏夏毓聪"""
261,"我是王娇娇,""夏夏毓聪"""
262,"mooc55520355222897082,""赵鑫"""
263,"mooc55520355222897082,""赵鑫"""
264,"LYUN2018113139,""赵鑫"""
265,"LYUN2018113139,""赵鑫"""
266,"2022级的华师小张,""赵鑫"""
267,"2022级的华师小张,""赵鑫"""
268,"羽羽玉玉,""赵鑫"""
269,"羽羽玉玉,""赵鑫"""
270,"pyrie,""赵鑫"""
271,"pyrie,""赵鑫"""
272,"pyrie,""赵鑫"""
273,"pyrie,""赵鑫"""
274,"pyrie,""赵鑫"""
275,"pyrie,""赵鑫"""
276,"tttanxy,""赵鑫"""
277,"acepopo,""赵鑫"""
278,"acepopo,""赵鑫"""
279,"acepopo,""赵鑫"""
280,"朱紫瑞,""赵鑫"""
281,"朱紫瑞,""赵鑫"""
282,"朱紫瑞,""赵鑫"""
283,"朱紫瑞,""赵鑫"""
284,"朱紫瑞,""赵鑫"""
285,"衡阳师范学院1刘晓22,""赵鑫"""
286,"衡阳师范学院1刘晓22,""赵鑫"""
287,"衡阳师范学院1刘晓22,""赵鑫"""
288,"衡阳师范学院1刘晓22,""赵鑫"""
289,"衡阳师范学院1刘晓22,""赵鑫"""
290,"衡阳师范学院1刘晓22,""赵鑫"""
291,"衡阳师范学院1刘晓22,""赵鑫"""
292,"佑佑左右,""赵鑫"""
293,"佑佑左右,""赵鑫"""
294,"长山关主,""赵鑫"""
295,"长山关主,""赵鑫"""
296,"mooc13026485665981375,""赵鑫"""
297,"mooc13026485665981375,""赵鑫"""
298,"林映希,""赵鑫"""
299,"林映希,""赵鑫"""
300,"林映希,""赵鑫"""
301,"林映希,""赵鑫"""
302,"林映希,""赵鑫"""
303,"林映希,""赵鑫"""
304,"林映希,""赵鑫"""
305,"林映希,""赵鑫"""
306,"林映希,""赵鑫"""
307,"仓许呀,""赵鑫"""
308,"仓许呀,""赵鑫"""
309,"椿霖晨响,""赵鑫"""
310,"椿霖晨响,""赵鑫"""
311,"椿霖晨响,""赵鑫"""
312,"椿霖晨响,""赵鑫"""
313,"椿霖晨响,""赵鑫"""
314,"椿霖晨响,""赵鑫"""
315,"秦霄贤与秦凯旋,""赵鑫"""
316,"秦霄贤与秦凯旋,""赵鑫"""
317,"耶嘿1229,""赵鑫"""
318,"耶嘿1229,""赵鑫"""
319,"耶嘿1229,""赵鑫"""
320,"耶嘿1229,""赵鑫"""
321,"秦霄贤与秦凯旋,""赵鑫"""
322,"寄给729的红豆,""赵鑫"""
323,"寄给729的红豆,""赵鑫"""
324,"Iamsunla,""赵鑫"""
325,"Iamsunla,""赵鑫"""
326,"Iamsunla,""赵鑫"""
327,"Wal鯨魚至冲,""赵鑫"""
328,"Wal鯨魚至冲,""赵鑫"""
329,"Wal鯨魚至冲,""赵鑫"""
330,"-生活在别处,""赵鑫"""
331,"-生活在别处,""赵鑫"""
332,"烟花散地,""赵鑫"""
333,"烟花散地,""赵鑫"""
334,"belief-propose,""赵鑫"""
335,"belief-propose,""赵鑫"""
336,"ykt1503922956125,""赵鑫"""
337,"eleven在大连,""赵鑫"""
338,"eleven在大连,""赵鑫"""
339,"mooc48701783695226505,""赵鑫"""
340,"mooc48701783695226505,""赵鑫"""
341,"mooc48701783695226505,""赵鑫"""
342,"mooc48701783695226505,""赵鑫"""
343,"唐金凤T,""赵鑫"""
344,"唐金凤T,""赵鑫"""
345,"Wal鯨魚至冲,""赵鑫"""
346,"Wal鯨魚至冲,""赵鑫"""
347,"Wal鯨魚至冲,""赵鑫"""
348,"Wal鯨魚至冲,""赵鑫"""
349,"mooc79134478031622983,""赵鑫"""
350,"mooc79134478031622983,""赵鑫"""
351,"mooc15270645806320153,""赵鑫"""
352,"杏枫mooc,""赵鑫"""
353,"杏枫mooc,""赵鑫"""
354,"LYUN2018113139,""赵鑫"""
355,"LYUN2018113139,""赵鑫"""
356,"耶嘿1229,""赵鑫"""
357,"耶嘿1229,""赵鑫"""
358,"耶嘿1229,""赵鑫"""
359,"秦霄贤与秦凯旋,""赵鑫"""
360,"秦霄贤与秦凯旋,""赵鑫"""
361,"秦霄贤与秦凯旋,""赵鑫"""
362,"秦霄贤与秦凯旋,""赵鑫"""
363,"秦霄贤与秦凯旋,""赵鑫"""
364,"寄给729的红豆,""赵鑫"""
365,"寄给729的红豆,""赵鑫"""
366,"寄给729的红豆,""赵鑫"""
367,"朱紫瑞,""赵鑫"""
368,"朱紫瑞,""赵鑫"""
369,"mooc14928901540667776,""赵鑫"""
370,"mooc14928901540667776,""赵鑫"""
371,"mooc22837876167204178,""赵鑫"""
372,"mooc22837876167204178,""赵鑫"""
373,"言言言不由衷,""赵鑫"""
374,"言言言不由衷,""赵鑫"""
375,"Geraniomooc,""赵鑫"""
376,"Geraniomooc,""赵鑫"""
377,"mooc52948526362678830,""赵鑫"""
378,"mooc52948526362678830,""赵鑫"""
379,"mooc52948526362678830,""赵鑫"""
380,"mooc52948526362678830,""赵鑫"""
381,"mooc52948526362678830,""赵鑫"""
382,"杏枫mooc,""赵鑫"""
383,"杏枫mooc,""赵鑫"""
384,"杏枫mooc,""赵鑫"""
385,"黄子航-4,""赵鑫"""
386,"黄子航-4,""赵鑫"""
387,"杏枫mooc,""赵鑫"""
388,"Jaymooc55,""赵鑫"""
389,"Jaymooc55,""赵鑫"""
390,"粥粥96,""赵鑫"""
391,"粥粥96,""赵鑫"""
392,"mooc88676810502608430,""赵鑫"""
393,"mooc88676810502608430,""赵鑫"""
394,"mooc55370536055744142,""赵鑫"""
395,"mooc55370536055744142,""赵鑫"""
396,"mooc55370536055744142,""赵鑫"""
397,"春来草自青1,""赵鑫"""
398,"春来草自青1,""赵鑫"""
399,"心理181马瑞红,""赵鑫"""
400,"心理181马瑞红,""赵鑫"""
401,"shehur,""赵鑫"""
402,"shehur,""赵鑫"""
403,"秦霄贤与秦凯旋,""赵鑫"""
404,"秦霄贤与秦凯旋,""赵鑫"""
405,"秦霄贤与秦凯旋,""赵鑫"""
406,"秦霄贤与秦凯旋,""赵鑫"""
407,"秦霄贤与秦凯旋,""赵鑫"""
408,"寄给729的红豆,""赵鑫"""
409,"寄给729的红豆,""赵鑫"""
410,"寄给729的红豆,""赵鑫"""
411,"寄给729的红豆,""赵鑫"""
412,"XUPTwlgl180204,""赵鑫"""
413,"XUPTwlgl180204,""赵鑫"""
414,"衡阳师范学院教科应心18260107黎玉文,""赵鑫"""
415,"衡阳师范学院教科应心18260107黎玉文,""赵鑫"""
416,"郝云晴,""赵鑫"""
417,"郝云晴,""赵鑫"""
418,"mooc48701783695226505,""赵鑫"""
419,"mooc48701783695226505,""赵鑫"""
420,"衡阳师范学院应心1李晓煊10,""赵鑫"""
421,"衡阳师范学院应心1李晓煊10,""赵鑫"""
422,"秦霄贤与秦凯旋,""赵鑫"""
423,"秦霄贤与秦凯旋,""赵鑫"""
424,"秦霄贤与秦凯旋,""赵鑫"""
425,"秦霄贤与秦凯旋,""赵鑫"""
426,"秦霄贤与秦凯旋,""赵鑫"""
427,"mooc23934128013303036,""赵鑫"""
428,"mooc23934128013303036,""赵鑫"""
429,"VickyXingmooc,""赵鑫"""
430,"VickyXingmooc,""赵鑫"""
431,"gwo,""赵鑫"""
432,"gwo,""赵鑫"""
433,"郑确,""赵鑫"""
434,"郑确,""赵鑫"""
435,"秦霄贤与秦凯旋,""赵鑫"""
436,"秦霄贤与秦凯旋,""赵鑫"""
437,"秦霄贤与秦凯旋,""赵鑫"""
438,"秦霄贤与秦凯旋,""赵鑫"""
439,"秦霄贤与秦凯旋,""赵鑫"""
440,"寄给729的红豆,""赵鑫"""
441,"寄给729的红豆,""赵鑫"""
442,"许锤锤,""赵鑫"""
443,"许锤锤,""赵鑫"""
444,"许锤锤,""赵鑫"""
445,"许锤锤,""赵鑫"""
446,"许锤锤,""赵鑫"""
447,"简单就好mooc163,""赵鑫"""
448,"简单就好mooc163,""赵鑫"""
449,"mooc88676810502608430,""赵鑫"""
450,"mooc88676810502608430,""赵鑫"""
451,"TheThreemooc11582893465691,""赵鑫"""
452,"TheThreemooc11582893465691,""赵鑫"""
453,"黄俊枭行健文理学院应用心理学1601班,""赵鑫"""
454,"黄俊枭行健文理学院应用心理学1601班,""赵鑫"""
455,"昱2021,""赵鑫"""
456,"昱2021,""赵鑫"""
457,"张翼州,""赵鑫"""
458,"张翼州,""赵鑫"""
459,"acepopo,""赵鑫"""
460,"acepopo,""赵鑫"""
461,"SakuraTymee,""赵鑫"""
462,"SakuraTymee,""赵鑫"""
463,"秦霄贤与秦凯旋,""赵鑫"""
464,"秦霄贤与秦凯旋,""赵鑫"""
465,"秦霄贤与秦凯旋,""赵鑫"""
466,"秦霄贤与秦凯旋,""赵鑫"""
467,"秦霄贤与秦凯旋,""赵鑫"""
468,"秦霄贤与秦凯旋,""赵鑫"""
469,"寄给729的红豆,""赵鑫"""
470,"寄给729的红豆,""赵鑫"""
471,"寄给729的红豆,""赵鑫"""
472,"娄阳阳,""赵鑫"""
473,"娄阳阳,""赵鑫"""
474,"心理石婧蓉181,""赵鑫"""
475,"心理石婧蓉181,""赵鑫"""
476,"ZNMZDX201521011094,""赵鑫"""
477,"ZNMZDX201521011094,""赵鑫"""
478,"JMU201821072040邱嬉玲,""赵鑫"""
479,"JMU201821072040邱嬉玲,""赵鑫"""
480,"黄俊枭行健文理学院应用心理学1601班,""赵鑫"""
481,"黄俊枭行健文理学院应用心理学1601班,""赵鑫"""
482,"衡阳师范学院1黄雨昕06,""赵鑫"""
483,"衡阳师范学院1黄雨昕06,""赵鑫"""
484,"zjjliuxianrui,""赵鑫"""
485,"zjjliuxianrui,""赵鑫"""
486,"mooc12020229167471520,""赵鑫"""
487,"小初初mooc,""赵鑫"""
488,"小初初mooc,""赵鑫"""
489,"衡阳师范学院1段玮杰18260114,""赵鑫"""
490,"衡阳师范学院1段玮杰18260114,""赵鑫"""
491,"杏枫mooc,""赵鑫"""
492,"杏枫mooc,""赵鑫"""
493,"mooc48701783695226505,""赵鑫"""
494,"mooc48701783695226505,""赵鑫"""
495,"温得,""赵鑫"""
496,"温得,""赵鑫"""
497,"鸡蛋里脊加沙拉,""赵鑫"""
498,"鸡蛋里脊加沙拉,""赵鑫"""
499,"mooc79134440791594046,""赵鑫"""
500,"mooc79134440791594046,""赵鑫"""
501,"moochelene,""赵鑫"""
502,"闫策喻,""赵鑫"""
503,"闫策喻,""赵鑫"""
504,"王吉吉丫,""赵鑫"""
505,"王吉吉丫,""赵鑫"""
506,"mooc15108657840023109,""赵鑫"""
507,"mooc15108657840023109,""赵鑫"""
508,"ACC17187李小双,""赵鑫"""
509,"ACC17187李小双,""赵鑫"""
510,"高卫华xxz,""赵鑫"""
511,"高卫华xxz,""赵鑫"""
512,"1704薛文娇,""赵鑫"""
513,"1704薛文娇,""赵鑫"""
514,"too.Y,""赵鑫"""
515,"too.Y,""赵鑫"""
516,"赵祖琴,""赵鑫"""
517,"mooc15291969795997994,""赵鑫"""
518,"mooc15291969795997994,""赵鑫"""
519,"桃之夭夭mooc11585007489440,""赵鑫"""
520,"桃之夭夭mooc11585007489440,""赵鑫"""
521,"18心理师1班16郑漩青-英语班18教科3_43,""赵鑫"""
522,"18心理师1班16郑漩青-英语班18教科3_43,""赵鑫"""
523,"长山关主,""赵鑫"""
524,"长山关主,""赵鑫"""
525,"mooc55370536055744142,""赵鑫"""
526,"mooc55370536055744142,""赵鑫"""
527,"心理181马进祥,""赵鑫"""
528,"心理181马进祥,""赵鑫"""
529,"衡阳师范学院2周芝江23,""赵鑫"""
530,"衡阳师范学院2周芝江23,""赵鑫"""
531,"薛朵的小时候,""赵鑫"""
532,"Antennak1267878282992989499,""赵鑫"""
533,"Antennak1267878282992989499,""赵鑫"""
534,"十月mooc563,""赵鑫"""
535,"十月mooc563,""赵鑫"""
536,"衡阳师范学院1唐琦21,""赵鑫"""
537,"衡阳师范学院1唐琦21,""赵鑫"""
538,"栖迟mooc76,""赵鑫"""
539,"栖迟mooc76,""赵鑫"""
540,"想法超多的SQ,""赵鑫"""
541,"想法超多的SQ,""赵鑫"""
542,"ECM17106,""赵鑫"""
543,"ECM17106,""赵鑫"""
544,"张翼州,""赵鑫"""
545,"张翼州,""赵鑫"""
546,"zjjliuxianrui,""赵鑫"""
547,"LuJnKi,""赵鑫"""
548,"LuJnKi,""赵鑫"""
549,"宁文钰,""赵鑫"""
550,"宁文钰,""赵鑫"""
551,"18文三王萱1183003026,""赵鑫"""
552,"18文三王萱1183003026,""赵鑫"""
553,"Iamsunla,""赵鑫"""
554,"Iamsunla,""赵鑫"""
555,"北极光合唱工作室鑫甜,""赵鑫"""
556,"北极光合唱工作室鑫甜,""赵鑫"""
557,"mooc55024664045567339,""赵鑫"""
558,"mooc55024664045567339,""赵鑫"""
559,"要好好吃饭mooc,""赵鑫"""
560,"要好好吃饭mooc,""赵鑫"""
561,"我是王娇娇,""赵鑫"""
562,"ECM18052吴雨潇,""赵鑫"""
563,"ECM18052吴雨潇,""赵鑫"""
564,"mooc15819143330875147,""赵鑫"""
565,"mooc15819143330875147,""赵鑫"""
566,"zachys21,""赵鑫"""
567,"zachys21,""赵鑫"""
568,"鸡崽儿mooc1,""赵鑫"""
569,"鸡崽儿mooc1,""赵鑫"""
570,"耽兮cc,""赵鑫"""
571,"耽兮cc,""赵鑫"""
572,"mooc16247355298709809,""赵鑫"""
573,"mooc16247355298709809,""赵鑫"""
574,"ACC19010陈海棠,""赵鑫"""
575,"ACC19010陈海棠,""赵鑫"""
576,"BUS18001詹思杰,""赵鑫"""
577,"墨繇,""赵鑫"""
578,"墨繇,""赵鑫"""
579,"ACC18225林湘如,""赵鑫"""
580,"ACC18225林湘如,""赵鑫"""
581,"许锤锤,""赵鑫"""
582,"许锤锤,""赵鑫"""
583,"王绮霄,""赵鑫"""
584,"王绮霄,""赵鑫"""
585,"Captionmooc11582630151749,""赵鑫"""
586,"Captionmooc11582630151749,""赵鑫"""
587,"19英语MDA19012蔡校阳,""赵鑫"""
588,"19英语MDA19012蔡校阳,""赵鑫"""
589,"mooc11640044546789712,""赵鑫"""
590,"mooc11640044546789712,""赵鑫"""
591,"mooc16408699059032768,""赵鑫"""
592,"mooc41996066926272661,""赵鑫"""
593,"mooc41996066926272661,""赵鑫"""
594,"JNL17025张婷婷,""赵鑫"""
595,"JNL17025张婷婷,""赵鑫"""
596,"ADV18002张怡茹,""赵鑫"""
597,"ADV18002张怡茹,""赵鑫"""
598,"Hray.,""赵鑫"""
599,"Hray.,""赵鑫"""
600,"ccccc7261,""赵鑫"""
601,"ccccc7261,""赵鑫"""
602,"ccccc7261,""赵鑫"""
603,"mooc84734700365929496,""赵鑫"""
604,"mooc84734700365929496,""赵鑫"""
605,"mooc84734700365929496,""赵鑫"""
606,"mooc84734700365929496,""赵鑫"""
607,"ccccc7261,""赵鑫"""
608,"ccccc7261,""赵鑫"""
609,"ccccc7261,""赵鑫"""
610,"Caroline-kris,""赵鑫"""
611,"Caroline-kris,""赵鑫"""
612,"TKKLAW17056王琳,""赵鑫"""
613,"TKKLAW17056王琳,""赵鑫"""
614,"罗曼清,""赵鑫"""
615,"罗曼清,""赵鑫"""
616,"mooc15804977973123151,""赵鑫"""
617,"mooc15804977973123151,""赵鑫"""
618,"123mooc11582619358522,""赵鑫"""
619,"123mooc11582619358522,""赵鑫"""
620,"工商热衣拉,""赵鑫"""
621,"工商热衣拉,""赵鑫"""
622,"玫子33,""赵鑫"""
623,"玫子33,""赵鑫"""
624,"简单快乐的eva,""赵鑫"""
625,"简单快乐的eva,""赵鑫"""
626,"衡阳师范学院1李媛媛11,""赵鑫"""
627,"衡阳师范学院1李媛媛11,""赵鑫"""
628,"mooc16059667573869109,""赵鑫"""
629,"mooc16059667573869109,""赵鑫"""
630,"和糖糖一起上学,""赵鑫"""
631,"和糖糖一起上学,""赵鑫"""
632,"royan-,""赵鑫"""
633,"royan-,""赵鑫"""
634,"琹桽嬿,""赵鑫"""
635,"琹桽嬿,""赵鑫"""
636,"mooc15179250964032011,""赵鑫"""
637,"魏轶昕,""赵鑫"""
638,"魏轶昕,""赵鑫"""
639,"世界再好也不及你imooc,""赵鑫"""
640,"世界再好也不及你imooc,""赵鑫"""
641,"啊啊啊mooc11581918066856,""工程管理1701B张淑萍"""
642,"师保国,""仰望星空的小孩ykt86670072705561139"""
643,"师保国,""仰望星空的小孩ykt86670072705561139"""
644,"师保国,""星星荔梨"""
645,"师保国,""星星荔梨"""
646,"周末不见客,""星星荔梨"""
647,"师保国,""19工商4李玉娇"""
648,"pyrie,""师保国"""
649,"pyrie,""师保国"""
650,"耶嘿1229,""师保国"""
651,"耶嘿1229,""师保国"""
652,"ykt1503922956125,""师保国"""
653,"ykt1503922956125,""师保国"""
654,"李仕兴,""师保国"""
655,"李仕兴,""师保国"""
656,"eleven在大连,""师保国"""
657,"eleven在大连,""师保国"""
658,"eleven在大连,""师保国"""
659,"白泽读书少,""师保国"""
660,"白泽读书少,""师保国"""
661,"郑确,""师保国"""
662,"郑确,""师保国"""
663,"不就那么个人吗,""师保国"""
664,"不就那么个人吗,""师保国"""
665,"Wal鯨魚至冲,""师保国"""
666,"Wal鯨魚至冲,""师保国"""
667,"我想吃辣翅,""师保国"""
