,0
127,"何玥19音师五班2019285144403,""师保国"""
128,"何玥19音师五班2019285144403,""师保国"""
129,"mooc-yancui,""师保国"""
130,"mooc-yancui,""师保国"""
131,"首师大-朱宣臻,""师保国"""
132,"首师大-朱宣臻,""师保国"""
133,"李欣伦,""师保国"""
134,"李欣伦,""师保国"""
135,"liyue-CNU,""师保国"""
136,"mooc56134296807179689,""师保国"""
137,"mooc56134296807179689,""师保国"""
138,"刘润野2212180042,""师保国"""
139,"刘润野2212180042,""师保国"""
140,"ykt1495693846730,""师保国"""
141,"ykt1495693846730,""师保国"""
142,"首师大-王池南,""师保国"""
143,"首师大-王池南,""师保国"""
144,"首师大-王昕怡,""师保国"""
145,"首师大-王昕怡,""师保国"""
146,"市营17102左鹏,""师保国"""
147,"市营17102左鹏,""师保国"""
148,"间歇性积极患者,""汐mooc313"""
149,"国贸1804徐越3180801117,""ykt1470650773247"""
150,"国贸1804徐越3180801117,""ykt1470650773247"""
151,"31801190毕盼盼,""ykt1470650773247"""
152,"31801190毕盼盼,""ykt1470650773247"""
153,"mooc23908687654470075,""mooc23908687654470075"""
154,"mooc23908687654470075,""mooc23908687654470075"""
155,"制烯烃疏水温度,""mooc23908687654470075"""
156,"间歇性积极患者,""mooc1534667217517"""
157,"首师大-徐泽辉,""助教郑新颖"""
158,"首师大-徐泽辉,""助教郑新颖"""
159,"mooc1959398980163289,""助教郑新颖"""
160,"mooc1959398980163289,""助教郑新颖"""
161,"CNU-韩事为-2203502032,""助教郑新颖"""
162,"CNU-韩事为-2203502032,""助教郑新颖"""
163,"31801190毕盼盼,""助教郑新颖"""
164,"31801190毕盼盼,""助教郑新颖"""
165,"汐mooc313,""汐mooc313"""
166,"汐mooc313,""汐mooc313"""
167,"间歇性积极患者,""汐mooc313"""
168,"间歇性积极患者,""汐mooc313"""
169,"制烯烃疏水温度,""5120163209"""
170,"制烯烃疏水温度,""5120163209"""
171,"首师大-刘婕 ,""5120163209"""
172,"首师大-刘婕 ,""5120163209"""
173,"31801190毕盼盼,""5120163209"""
174,"首师大-刘婕 ,""曹凡FFf"""
175,"首师大-刘婕 ,""曹凡FFf"""
176,"letmefly1111111,""曹凡FFf"""
177,"letmefly1111111,""曹凡FFf"""
178,"首师大-王昕怡,""mooc-yancui"""
179,"首师大-王昕怡,""mooc-yancui"""
180,"首师大-安伊宁,""助教郑新颖"""
181,"首师大-安伊宁,""助教郑新颖"""
182,"首师大-杨馨宇,""助教郑新颖"""
183,"首师大-杨馨宇,""助教郑新颖"""
184,"李杰CNU,""助教郑新颖"""
185,"首师大-刘泊伽,""某街头     路人某"""
186,"首师大-刘泊伽,""某街头     路人某"""
187,"SunnyY24,""某街头     路人某"""
188,"SunnyY24,""某街头     路人某"""
189,"mooc1959398980163289,""某街头     路人某"""
190,"曹凡FFf,""师保国"""
191,"曹凡FFf,""师保国"""
192,"Xiaolu-z,""师保国"""
193,"Xiaolu-z,""师保国"""
194,"dyx1234,""师保国"""
195,"dyx1234,""师保国"""
196,"首师大-袁欣悦,""师保国"""
197,"首师大-袁欣悦,""师保国"""
198,"mooc70464481185016131,""师保国"""
199,"mooc70464481185016131,""师保国"""
200,"首师大-钱惠昀,""师保国"""
201,"首师大-钱惠昀,""师保国"""
202,"首师大-安伊宁,""师保国"""
203,"首师大-安伊宁,""师保国"""
204,"首师大-路晓晗,""师保国"""
205,"首师大-徐泽辉,""师保国"""
206,"首师大-徐泽辉,""师保国"""
207,"首师大-任峥,""师保国"""
208,"首师大-任峥,""师保国"""
209,"首师大-李卓宸,""师保国"""
210,"首师大-李卓宸,""师保国"""
211,"SunnyY24,""师保国"""
212,"SunnyY24,""师保国"""
213,"Xiaolu-z,""师保国"""
214,"Xiaolu-z,""师保国"""
215,"首师大-余美霖,""师保国"""
216,"首师大-余美霖,""师保国"""
217,"学为超越,""师保国"""
218,"学为超越,""师保国"""
219,"ykt3026296664914766,""师保国"""
220,"首师大-李欣宇,""师保国"""
221,"首师大-李欣宇,""师保国"""
222,"首师大—陈浩文,""师保国"""
223,"首师大—陈浩文,""师保国"""
224,"首师大-路晓晗,""师保国"""
225,"首师大-路晓晗,""师保国"""
226,"mooc-yancui,""师保国"""
227,"mooc-yancui,""师保国"""
228,"mooc-yancui,""师保国"""
229,"CNU闫俊利2203502017,""师保国"""
230,"CNU闫俊利2203502017,""师保国"""
231,"CNU闫俊利2203502017,""师保国"""
232,"CNU闫俊利2203502017,""师保国"""
233,"CNU闫俊利2203502017,""师保国"""
234,"biubiubiu_AA,""师保国"""
235,"cnu侯永林,""师保国"""
236,"cnu侯永林,""师保国"""
237,"cnu侯永林,""师保国"""
238,"cnu侯永林,""师保国"""
239,"cnu侯永林,""师保国"""
240,"letmefly1111111,""师保国"""
241,"letmefly1111111,""师保国"""
242,"WinterBook,""师保国"""
243,"WinterBook,""师保国"""
244,"mooc88068261609704690,""师保国"""
245,"mooc88068261609704690,""师保国"""
246,"mooc88068261609704690,""师保国"""
247,"mooc88068261609704690,""师保国"""
248,"mooc88068261609704690,""师保国"""
249,"ykt1495693846730,""师保国"""
250,"CNU朱言2203502002,""师保国"""
251,"CNU朱言2203502002,""师保国"""
252,"CNU朱言2203502002,""师保国"""
253,"CNU朱言2203502002,""师保国"""
254,"CNU朱言2203502002,""师保国"""
255,"CNU朱言2203502002,""师保国"""
256,"CNU朱言2203502002,""师保国"""
257,"mooc53568266749274145,""师保国"""
258,"mooc53568266749274145,""师保国"""
259,"李杰CNU,""师保国"""
260,"李杰CNU,""师保国"""
261,"李杰CNU,""师保国"""
262,"首师大-李欣宇,""师保国"""
263,"首师大-李欣宇,""师保国"""
264,"首师大-李欣宇,""师保国"""
265,"biubiubiu_AA,""师保国"""
266,"biubiubiu_AA,""师保国"""
267,"mooc56134296807179689,""师保国"""
268,"mooc56134296807179689,""师保国"""
269,"首师大-赵晓硕,""师保国"""
270,"首师大-赵晓硕,""师保国"""
271,"ykt1495693846730,""师保国"""
272,"ykt1495693846730,""师保国"""
273,"ykt1495693846730,""师保国"""
274,"ykt1495693846730,""师保国"""
275,"首师大-王昕怡,""师保国"""
276,"首师大-王昕怡,""师保国"""
277,"mooc1534667217517,""师保国"""
278,"mooc1534667217517,""师保国"""
279,"人生得意须尽欢mooc11584327100662,""师保国"""
280,"Mooc吴庄完小孙晓菲,""师保国"""
281,"Mooc吴庄完小孙晓菲,""师保国"""
282,"是宋芯儿,""师保国"""
283,"是宋芯儿,""师保国"""
284,"mooc1959398980163289,""师保国"""
285,"mooc1959398980163289,""师保国"""
286,"汐mooc313,""师保国"""
287,"汐mooc313,""师保国"""
288,"人生得意须尽欢mooc11584327100662,""师保国"""
289,"人生得意须尽欢mooc11584327100662,""师保国"""
290,"19级学硕崔佳琦CNU,""师保国"""
291,"19级学硕崔佳琦CNU,""师保国"""
292,"19级学硕崔佳琦CNU,""师保国"""
293,"19级学硕崔佳琦CNU,""师保国"""
294,"19级学硕崔佳琦CNU,""师保国"""
295,"lzx_sq,""师保国"""
296,"lzx_sq,""师保国"""
297,"041王欣愉复旦心理20级,""师保国"""
298,"041王欣愉复旦心理20级,""师保国"""
299,"041王欣愉复旦心理20级,""师保国"""
300,"mooc-yancui,""师保国"""
301,"mooc-yancui,""师保国"""
302,"mooc57972585552442068,""师保国"""
303,"mooc57972585552442068,""师保国"""
304,"19级学硕崔佳琦CNU,""师保国"""
305,"19级学硕崔佳琦CNU,""师保国"""
306,"刘润野2212180042,""师保国"""
307,"刘润野2212180042,""师保国"""
308,"市营17102左鹏,""师保国"""
309,"市营17102左鹏,""师保国"""
310,"Arthasmooc7,""师保国"""
311,"师保国,""YKCC"""
312,"师保国,""YKCC"""
313,"刘润野2212180042,""mooc57187930267160907"""
314,"刘润野2212180042,""mooc57187930267160907"""
315,"首师大-刘泊伽,""mooc57187930267160907"""
316,"首师大-刘泊伽,""mooc57187930267160907"""
317,"首师大—兰潇涵,""mooc57187930267160907"""
318,"首师大—兰潇涵,""mooc57187930267160907"""
319,"首师大-马梦依,""mooc57187930267160907"""
320,"首师大-马梦依,""mooc57187930267160907"""
321,"首师大-刘婕 ,""mooc57187930267160907"""
322,"首师大-刘婕 ,""mooc57187930267160907"""
323,"首师大-安伊宁,""mooc57187930267160907"""
324,"首师大-安伊宁,""mooc57187930267160907"""
325,"首师大-杨馨宇,""mooc57187930267160907"""
326,"首师大-杨馨宇,""mooc57187930267160907"""
327,"师保国,""公子二十二"""
328,"师保国,""ik1277686773898435691"""
329,"首师大—兰潇涵,""苏杰13598146541"""
330,"首师大—兰潇涵,""苏杰13598146541"""
331,"首师大-马梦依,""苏杰13598146541"""
332,"首师大-马梦依,""苏杰13598146541"""
333,"首师大-刘婕 ,""苏杰13598146541"""
334,"首师大-刘婕 ,""苏杰13598146541"""
335,"首师大-安伊宁,""苏杰13598146541"""
336,"首师大-安伊宁,""苏杰13598146541"""
337,"首师大-杨馨宇,""苏杰13598146541"""
338,"首师大-刘泊伽,""飘雨ykt1516712126600"""
339,"首师大-刘泊伽,""飘雨ykt1516712126600"""
340,"首师大—兰潇涵,""飘雨ykt1516712126600"""
341,"首师大—兰潇涵,""飘雨ykt1516712126600"""
342,"首师大-马梦依,""飘雨ykt1516712126600"""
343,"首师大-马梦依,""飘雨ykt1516712126600"""
344,"首师大-安伊宁,""飘雨ykt1516712126600"""
345,"首师大-安伊宁,""飘雨ykt1516712126600"""
346,"首师大-刘婕 ,""飘雨ykt1516712126600"""
347,"首师大-刘婕 ,""飘雨ykt1516712126600"""
348,"首师大-闫佳,""飘雨ykt1516712126600"""
349,"首师大-闫佳,""飘雨ykt1516712126600"""
350,"首师大-杨馨宇,""飘雨ykt1516712126600"""
351,"首师大-杨馨宇,""飘雨ykt1516712126600"""
352,"SunnyY24,""飘雨ykt1516712126600"""
353,"师保国,""飘雨ykt1516712126600"""
354,"首师大-刘泊伽,""mooc63966256664318251"""
355,"首师大-刘泊伽,""mooc63966256664318251"""
356,"首师大—兰潇涵,""mooc63966256664318251"""
357,"首师大—兰潇涵,""mooc63966256664318251"""
358,"首师大-马梦依,""mooc63966256664318251"""
359,"首师大-马梦依,""mooc63966256664318251"""
360,"首师大-安伊宁,""mooc63966256664318251"""
361,"首师大-安伊宁,""mooc63966256664318251"""
362,"首师大-王池南,""mooc63966256664318251"""
363,"首师大-王池南,""mooc63966256664318251"""
364,"首师大-刘婕 ,""mooc63966256664318251"""
365,"首师大-刘婕 ,""mooc63966256664318251"""
366,"首师大-杨馨宇,""mooc63966256664318251"""
367,"首师大-杨馨宇,""mooc63966256664318251"""
368,"首师大-徐泽辉,""mooc63966256664318251"""
369,"丹说无妨,""mooc63966256664318251"""
370,"丹说无妨,""mooc63966256664318251"""
371,"019叶霖复旦心理20级,""mooc63966256664318251"""
372,"019叶霖复旦心理20级,""mooc63966256664318251"""
373,"想想喜欢吃芋圆,""mooc63966256664318251"""
374,"想想喜欢吃芋圆,""mooc63966256664318251"""
375,"root宸,""mooc63966256664318251"""
376,"root宸,""mooc63966256664318251"""
377,"mooc1959398980163289,""mooc63966256664318251"""
378,"师保国,首师大—兰潇涵"
379,"师保国,首师大-安伊宁"
380,"k1267052394599217929,间歇性积极患者"
381,"dyx1234,mooc70464481185016131"
382,"首师大-杨雨晨,附中陈丹"
383,"首师大-钱惠昀,Xiaolu-z"
384,"首师大-吴雪菲,letmefly1111111"
385,"dyx1234,首师大-杨雨晨"
386,"首师大-杨雨晨,首师大-杨雨晨"
387,"首师大-吴雪菲,首师大-闫佳"
388,"首师大-杨雨晨,首师大-刘泊伽"
389,"dyx1234,首师大-刘泊伽"
390,"dyx1234,首师大-蒋滨泽"
391,"首师大-杨雨晨,首师大-李卓宸"
392,"liyue-CNU,cnu侯永林"
393,"李杰CNU,cnu侯永林"
394,"首师大-吴雪菲,cnu侯永林"
395,"mooc-yancui,人生得意须尽欢mooc11584327100662"
396,"首师大-王昕怡,首师大-朱宣臻"
397,"首师大-王昕怡,ykt1495693846730"
398,"5120163209,31801190毕盼盼"
399,"曹凡FFf,letmefly1111111"
400,"dyx1234,Xiaolu-z"
401,"首师大-刘泊伽,首师大-徐泽辉"
402,"首师大-刘泊伽,首师大-任峥"
403,"首师大-杨雨晨,首师大-任峥"
404,"dyx1234,首师大-李卓宸"
405,"首师大-杨雨晨,首师大-余美霖"
406,"mooc88068261609704690,mooc88068261609704690"
407,"mooc88068261609704690,CNU朱言2203502002"
408,"首师大-路晓晗,ykt1495693846730"
409,"mooc-yancui,ykt1495693846730"
410,"19级学硕崔佳琦CNU,19级学硕崔佳琦CNU"
411,"19级学硕崔佳琦CNU,lzx_sq"
412,"19级学硕崔佳琦CNU,lzx_sq"
413,"mooc-yancui,041王欣愉复旦心理20级"
414,"19级学硕崔佳琦CNU,mooc57972585552442068"
415,"19级学硕崔佳琦CNU,19级学硕崔佳琦CNU"
416,"19级学硕崔佳琦CNU,刘润野2212180042"
417,"19级学硕崔佳琦CNU,刘润野2212180042"
418,"mooc-yancui,想想喜欢吃芋圆"
419,"师保国,想想喜欢吃芋圆"
